strom name,READING YEAR,READING MONTH,READING DAY,READING HOUR,"latitude, _location of storm center","longitude, _location of storm center",storm's status,_Saffir-Simpson storm category #,wind speed (knots),pressure (_millibars)
Fay,2008,8,23,18,30.5,-85.9,tropical storm,0,40,999
Fay,2008,8,24,0,30.8,-86.7,tropical depression,-1,30,999
Fay,2008,8,24,6,31.1,-87.7,tropical depression,-1,30,999
Fay,2008,8,24,12,31.8,-88.4,tropical depression,-1,30,1000
Fay,2008,8,24,18,31.5,-89.7,tropical depression,-1,30,1001
Fay,2008,8,25,0,31.3,-90,tropical depression,-1,30,1001
Fay,2008,8,25,6,31.5,-89.9,tropical depression,-1,30,1002
Fay,2008,8,25,12,32,-89.4,tropical depression,-1,25,1002
Fay,2008,8,25,18,32.4,-89,tropical depression,-1,25,1002
Fay,2008,8,26,0,32.7,-88.6,tropical depression,-1,20,1002
Fay,2008,8,26,6,33.3,-87.9,tropical depression,-1,20,1003
Fay,2008,8,26,12,33.9,-87.2,tropical depression,-1,20,1003
Fay,2008,8,26,18,34.6,-86.5,tropical depression,-1,20,1004
Fay,2008,8,27,0,35,-85.8,tropical depression,-1,15,1005
Gustav,2008,8,25,0,13.5,-67.4,tropical depression,-1,25,1008
Gustav,2008,8,25,6,14.4,-68.5,tropical depression,-1,30,1005
Gustav,2008,8,25,12,15.1,-69.6,tropical storm,0,35,1002
Gustav,2008,8,25,18,15.8,-70.5,tropical storm,0,50,996
Gustav,2008,8,26,0,16.4,-71.2,tropical storm,0,60,991
Gustav,2008,8,26,6,16.9,-71.7,hurricane,1,75,986
Gustav,2008,8,26,12,17.5,-72.1,hurricane,1,80,981
Gustav,2008,8,26,18,18.1,-72.8,hurricane,1,70,992
Gustav,2008,8,27,0,18.4,-73.1,tropical storm,0,50,995
Gustav,2008,8,27,6,18.6,-73.4,tropical storm,0,45,999
Gustav,2008,8,27,12,18.7,-73.7,tropical storm,0,45,998
Gustav,2008,8,27,18,18.9,-74,tropical storm,0,45,999
Gustav,2008,8,28,0,18.8,-75.1,tropical storm,0,40,999
Gustav,2008,8,28,6,18.1,-75.4,tropical storm,0,45,995
Gustav,2008,8,28,12,17.9,-75.7,tropical storm,0,60,984
Gustav,2008,8,28,18,18,-76.2,tropical storm,0,60,984
Gustav,2008,8,29,0,17.8,-77,tropical storm,0,60,987
Gustav,2008,8,29,2,17.9,-77.2,tropical storm,0,60,987
Gustav,2008,8,29,6,18,-77.7,tropical storm,0,55,990
Gustav,2008,8,29,12,18.3,-78.4,tropical storm,0,50,989
Gustav,2008,8,29,18,18.8,-79.2,hurricane,1,65,984
Gustav,2008,8,30,0,19.2,-80,hurricane,1,75,975
Gustav,2008,8,30,6,19.7,-80.8,hurricane,2,85,968
Gustav,2008,8,30,12,20.7,-81.6,hurricane,3,110,955
Gustav,2008,8,30,18,21.6,-82.5,hurricane,4,125,943
Gustav,2008,8,30,22,22.4,-83.1,hurricane,4,135,941
Gustav,2008,8,31,0,22.7,-83.5,hurricane,4,120,950
Gustav,2008,8,31,6,23.6,-84.4,hurricane,3,105,960
Gustav,2008,8,31,12,24.8,-85.5,hurricane,3,100,961
Gustav,2008,8,31,18,25.9,-86.7,hurricane,2,95,960
Gustav,2008,9,1,0,26.9,-87.7,hurricane,2,95,953
Gustav,2008,9,1,6,27.9,-89,hurricane,2,95,954
Gustav,2008,9,1,12,28.8,-90.3,hurricane,2,95,955
Gustav,2008,9,1,15,29.2,-90.7,hurricane,2,90,954
Gustav,2008,9,1,18,29.8,-91.4,hurricane,2,85,958
Gustav,2008,9,2,0,30.7,-92.3,tropical storm,0,60,971
Gustav,2008,9,2,6,31.4,-93.1,tropical storm,0,40,981
Gustav,2008,9,2,12,32.1,-93.5,tropical depression,-1,30,989
Gustav,2008,9,2,18,32.7,-93.9,tropical depression,-1,20,993
Gustav,2008,9,3,0,33.2,-93.9,tropical depression,-1,20,995
Gustav,2008,9,3,6,33.7,-94.3,tropical depression,-1,20,997
Gustav,2008,9,3,12,33.8,-94.4,tropical depression,-1,20,997
Gustav,2008,9,3,18,34,-94.4,tropical depression,-1,20,998
Gustav,2008,9,4,0,34.3,-94.1,tropical depression,-1,15,998
Gustav,2008,9,4,6,34.8,-93.4,tropical depression,-1,15,999
Hanna,2008,8,28,0,19.4,-57.3,tropical depression,-1,30,1007
Hanna,2008,8,28,6,19.7,-57.8,tropical depression,-1,30,1004
Hanna,2008,8,28,12,20.1,-58.6,tropical storm,0,35,1003
Hanna,2008,8,28,18,20.5,-59.6,tropical storm,0,35,1003
Hanna,2008,8,29,0,20.8,-60.5,tropical storm,0,40,1001
Hanna,2008,8,29,6,20.9,-61.5,tropical storm,0,45,1000
Hanna,2008,8,29,12,21.1,-62.4,tropical storm,0,45,1000
Hanna,2008,8,29,18,21.5,-63.4,tropical storm,0,45,1000
Hanna,2008,8,30,0,21.7,-64.5,tropical storm,0,45,1000
Hanna,2008,8,30,6,21.8,-65.5,tropical storm,0,45,1000
Hanna,2008,8,30,12,21.9,-66.2,tropical storm,0,45,1000
Hanna,2008,8,30,18,22.2,-66.9,tropical storm,0,45,1000
Hanna,2008,8,31,0,22.6,-67.5,tropical storm,0,50,999
Hanna,2008,8,31,6,23.1,-68.5,tropical storm,0,45,999
Hanna,2008,8,31,12,23.5,-69.8,tropical storm,0,40,999
Hanna,2008,8,31,18,23.6,-71,tropical storm,0,40,997
Hanna,2008,9,1,0,23.5,-71.7,tropical storm,0,45,997
Hanna,2008,9,1,6,23.2,-72,tropical storm,0,50,996
Hanna,2008,9,1,12,22.8,-72.2,tropical storm,0,60,990
Hanna,2008,9,1,18,22.3,-72.4,hurricane,1,70,985
Hanna,2008,9,2,0,21.8,-72.3,hurricane,1,75,977
Hanna,2008,9,2,6,21.4,-72.7,hurricane,1,65,980
Hanna,2008,9,2,12,21,-73,tropical storm,0,60,983
Hanna,2008,9,2,18,20.6,-72.9,tropical storm,0,55,985
Hanna,2008,9,3,0,20.4,-72.6,tropical storm,0,55,988
Hanna,2008,9,3,6,20.2,-72.4,tropical storm,0,50,991
Hanna,2008,9,3,12,20.6,-71.9,tropical storm,0,45,996
Hanna,2008,9,3,18,21.6,-71.8,tropical storm,0,50,994
Hanna,2008,9,3,19,21.7,-71.8,tropical storm,0,50,994
Hanna,2008,9,4,0,22.7,-71.8,tropical storm,0,55,989
Hanna,2008,9,4,6,23.4,-72.4,tropical storm,0,60,990
Hanna,2008,9,4,12,24.1,-73.2,tropical storm,0,55,989
Hanna,2008,9,4,18,25.1,-74.3,tropical storm,0,55,989
Hanna,2008,9,5,0,26.1,-75.8,tropical storm,0,55,987
Hanna,2008,9,5,6,27.2,-77.3,tropical storm,0,55,984
Hanna,2008,9,5,12,28.2,-78.5,tropical storm,0,55,980
Hanna,2008,9,5,18,29.9,-78.7,tropical storm,0,60,980
Hanna,2008,9,6,0,31.5,-79.3,tropical storm,0,60,980
Hanna,2008,9,6,6,33.4,-78.8,tropical storm,0,60,981
Hanna,2008,9,6,7,33.8,-78.7,tropical storm,0,60,981
Hanna,2008,9,6,12,35.7,-78.1,tropical storm,0,45,985
Hanna,2008,9,6,18,37.8,-76.7,tropical storm,0,45,993
Hanna,2008,9,7,0,40,-74.5,tropical storm,0,45,994
Ike,2008,9,1,6,17.2,-37,tropical depression,-1,30,1006
Ike,2008,9,1,12,17.3,-38.4,tropical storm,0,35,1005
Ike,2008,9,1,18,17.5,-39.9,tropical storm,0,45,1003
Ike,2008,9,2,0,17.8,-41.3,tropical storm,0,45,1002
Ike,2008,9,2,6,18.2,-42.8,tropical storm,0,45,1000
Ike,2008,9,2,12,18.7,-44.3,tropical storm,0,50,999
Ike,2008,9,2,18,19.3,-45.8,tropical storm,0,55,996
Ike,2008,9,3,0,19.8,-47.3,tropical storm,0,55,994
Ike,2008,9,3,6,20.2,-48.8,tropical storm,0,55,992
Ike,2008,9,3,12,20.6,-50.3,tropical storm,0,60,989
Ike,2008,9,3,18,21.1,-51.9,hurricane,1,75,979
Ike,2008,9,4,0,21.8,-53.5,hurricane,3,105,956
Ike,2008,9,4,6,22.4,-55,hurricane,4,125,935
Ike,2008,9,4,12,23,-56.4,hurricane,4,120,937
Ike,2008,9,4,18,23.4,-57.7,hurricane,4,115,940
Ike,2008,9,5,0,23.6,-59,hurricane,4,115,944
Ike,2008,9,5,6,23.6,-60.4,hurricane,4,115,949
Ike,2008,9,5,12,23.5,-61.9,hurricane,3,105,954
Ike,2008,9,5,18,23.2,-63.4,hurricane,3,100,959
Ike,2008,9,6,0,22.8,-64.9,hurricane,3,100,962
Ike,2008,9,6,6,22.4,-66.3,hurricane,3,100,964
Ike,2008,9,6,12,21.9,-67.7,hurricane,2,95,965
Ike,2008,9,6,18,21.5,-69,hurricane,4,115,950
Ike,2008,9,7,0,21.2,-70.3,hurricane,4,115,947
Ike,2008,9,7,6,21.1,-71.6,hurricane,4,115,947
Ike,2008,9,7,12,21,-72.8,hurricane,3,110,947
Ike,2008,9,7,13,21,-73.2,hurricane,3,110,947
Ike,2008,9,7,18,21,-74,hurricane,3,105,946
Ike,2008,9,8,0,21.1,-75.2,hurricane,4,115,945
Ike,2008,9,8,2,21.1,-75.7,hurricane,4,115,945
Ike,2008,9,8,6,21.1,-76.5,hurricane,3,100,950
Ike,2008,9,8,12,21.1,-77.8,hurricane,2,85,960
Ike,2008,9,8,18,21.2,-79.1,hurricane,1,75,964
Ike,2008,9,9,0,21.5,-80.3,hurricane,1,70,965
Ike,2008,9,9,6,22,-81.4,hurricane,1,70,965
Ike,2008,9,9,12,22.4,-82.4,hurricane,1,70,965
Ike,2008,9,9,14,22.6,-82.9,hurricane,1,70,965
Ike,2008,9,9,18,22.7,-83.3,hurricane,1,65,966
Ike,2008,9,10,0,23.1,-84,hurricane,1,65,968
Ike,2008,9,10,6,23.4,-84.6,hurricane,1,70,964
Ike,2008,9,10,12,23.8,-85.2,hurricane,1,80,959
Ike,2008,9,10,18,24.2,-85.8,hurricane,2,85,958
Ike,2008,9,11,0,24.7,-86.4,hurricane,2,85,944
Ike,2008,9,11,6,25.1,-87.1,hurricane,2,85,945
Ike,2008,9,11,12,25.5,-88,hurricane,2,85,946
Ike,2008,9,11,18,25.8,-88.9,hurricane,2,85,952
Ike,2008,9,12,0,26.1,-90,hurricane,2,85,954
Ike,2008,9,12,6,26.4,-91.1,hurricane,2,90,954
Ike,2008,9,12,12,26.9,-92.2,hurricane,2,95,954
Ike,2008,9,12,18,27.5,-93.2,hurricane,2,95,954
Ike,2008,9,13,0,28.3,-94,hurricane,2,95,952
Ike,2008,9,13,6,29.1,-94.6,hurricane,2,95,951
Ike,2008,9,13,7,29.3,-94.7,hurricane,2,95,950
Ike,2008,9,13,12,30.3,-95.2,hurricane,2,85,959
Ike,2008,9,13,18,31.7,-95.3,tropical storm,0,50,974
Ike,2008,9,14,0,33.5,-94.9,tropical storm,0,35,980
Ike,2008,9,14,6,35.5,-93.7,tropical storm,0,35,985
Josephine,2008,9,2,0,12.3,-21.9,tropical depression,-1,30,1007
Josephine,2008,9,2,6,12.7,-23.2,tropical storm,0,35,1005
Josephine,2008,9,2,12,13,-24.2,tropical storm,0,35,1005
Josephine,2008,9,2,18,13.3,-25.3,tropical storm,0,45,1000
Josephine,2008,9,3,0,13.5,-26.3,tropical storm,0,50,997
Josephine,2008,9,3,6,13.6,-27.2,tropical storm,0,55,994
Josephine,2008,9,3,12,13.7,-28.2,tropical storm,0,55,994
Josephine,2008,9,3,18,13.8,-29.2,tropical storm,0,55,994
Josephine,2008,9,4,0,13.9,-30,tropical storm,0,50,997
Josephine,2008,9,4,6,14.1,-30.9,tropical storm,0,50,997
Josephine,2008,9,4,12,14.4,-31.9,tropical storm,0,45,1000
Josephine,2008,9,4,18,14.6,-32.7,tropical storm,0,40,1002
Josephine,2008,9,5,0,15,-33.4,tropical storm,0,40,1002
Josephine,2008,9,5,6,15.4,-34,tropical storm,0,40,1002
Josephine,2008,9,5,12,15.6,-34.5,tropical storm,0,40,1003
Josephine,2008,9,5,18,15.8,-34.9,tropical storm,0,35,1004
Josephine,2008,9,6,0,16.2,-35.5,tropical depression,-1,30,1006
Kyle,2008,9,25,0,21.5,-70,tropical depression,-1,30,1005
Kyle,2008,9,25,6,22,-69.4,tropical storm,0,35,1003
Kyle,2008,9,25,12,22.4,-68.7,tropical storm,0,40,1002
Kyle,2008,9,25,18,23.1,-68.4,tropical storm,0,40,1001
Kyle,2008,9,26,0,24,-68,tropical storm,0,45,998
Kyle,2008,9,26,6,25,-68.2,tropical storm,0,50,996
Kyle,2008,9,26,12,26,-68.6,tropical storm,0,50,998
Kyle,2008,9,26,18,26.9,-68.6,tropical storm,0,50,1000
Kyle,2008,9,27,0,28.7,-68.6,tropical storm,0,55,998
Kyle,2008,9,27,6,29.9,-69.3,tropical storm,0,60,996
Kyle,2008,9,27,12,31.2,-69.5,hurricane,1,65,996
Kyle,2008,9,27,18,33.3,-69.7,hurricane,1,70,995
Kyle,2008,9,28,0,35.3,-69.7,hurricane,1,70,995
Kyle,2008,9,28,6,37.4,-69.3,hurricane,1,70,992
Kyle,2008,9,28,12,39.4,-68.2,hurricane,1,75,989
Kyle,2008,9,28,18,41.6,-66.7,hurricane,1,70,984
Kyle,2008,9,29,0,43.8,-66.2,hurricane,1,65,985
Marco,2008,10,6,0,18.5,-91.7,tropical depression,-1,25,1006
Marco,2008,10,6,6,18.6,-92.7,tropical depression,-1,30,1005
Marco,2008,10,6,12,18.9,-93.7,tropical storm,0,40,1002
Marco,2008,10,6,18,19.4,-94.5,tropical storm,0,50,999
Marco,2008,10,7,0,19.7,-95.2,tropical storm,0,55,998
Marco,2008,10,7,6,19.8,-95.9,tropical storm,0,55,998
Marco,2008,10,7,12,19.9,-96.5,tropical storm,0,55,998
Marco,2008,10,7,18,19.9,-96.9,tropical depression,-1,30,1007
Nana,2008,10,12,6,15.5,-36.6,tropical depression,-1,30,1007
Nana,2008,10,12,12,16,-37.1,tropical storm,0,35,1006
Nana,2008,10,12,18,16.4,-37.7,tropical storm,0,35,1005
Nana,2008,10,13,0,16.5,-38.4,tropical storm,0,35,1004
Nana,2008,10,13,6,16.6,-39,tropical storm,0,35,1005
Nana,2008,10,13,12,16.8,-39.6,tropical depression,-1,30,1006
Nana,2008,10,13,18,17.2,-40.3,tropical depression,-1,30,1007
Nana,2008,10,14,0,17.6,-41.5,tropical depression,-1,30,1007
Nana,2008,10,14,6,18,-42.7,tropical depression,-1,30,1007
Omar,2008,10,13,6,15.4,-69,tropical depression,-1,25,1005
Omar,2008,10,13,12,15.2,-69.6,tropical depression,-1,30,1005
Omar,2008,10,13,18,14.8,-69.8,tropical depression,-1,30,1004
Omar,2008,10,14,0,14.5,-69.6,tropical storm,0,35,1001
Omar,2008,10,14,6,14.3,-69.3,tropical storm,0,40,997
Omar,2008,10,14,12,14.2,-69.1,tropical storm,0,50,991
Omar,2008,10,14,18,13.9,-68.8,tropical storm,0,60,983
Omar,2008,10,15,0,14.1,-68.3,hurricane,1,65,983
Omar,2008,10,15,6,14.4,-68,hurricane,1,70,985
Omar,2008,10,15,12,14.9,-67.4,hurricane,1,75,984
Omar,2008,10,15,18,15.6,-66.5,hurricane,1,80,977
Omar,2008,10,16,0,16.7,-65.2,hurricane,2,95,970
Omar,2008,10,16,6,18.2,-63.9,hurricane,4,115,958
Omar,2008,10,16,12,19.6,-62.1,hurricane,2,90,975
Omar,2008,10,16,18,21.1,-60.4,hurricane,1,70,985
Omar,2008,10,17,0,22.8,-58.8,hurricane,1,65,986
Omar,2008,10,17,6,25.1,-57.1,hurricane,1,70,984
Omar,2008,10,17,12,27.9,-55.7,hurricane,1,75,982
Omar,2008,10,17,18,30.1,-54.4,hurricane,1,65,985
Omar,2008,10,18,0,31.3,-53.2,tropical storm,0,55,988
Omar,2008,10,18,6,32.4,-52.1,tropical storm,0,50,991
Sixteen,2008,10,14,12,15.5,-82.8,tropical depression,-1,25,1004
Sixteen,2008,10,14,18,15.9,-83.2,tropical depression,-1,25,1005
Sixteen,2008,10,15,0,16,-83.6,tropical depression,-1,25,1005
Sixteen,2008,10,15,6,16,-84,tropical depression,-1,25,1005
Sixteen,2008,10,15,12,15.9,-84.4,tropical depression,-1,25,1005
Sixteen,2008,10,15,12,15.8,-84.5,tropical depression,-1,25,1005
Sixteen,2008,10,15,18,15.6,-85,tropical depression,-1,25,1006
Paloma,2008,11,5,18,13.7,-81.7,tropical depression,-1,25,1004
Paloma,2008,11,6,0,14.2,-82,tropical depression,-1,30,1004
Paloma,2008,11,6,6,14.8,-82.1,tropical storm,0,35,1003
Paloma,2008,11,6,12,15.4,-82,tropical storm,0,40,1000
Paloma,2008,11,6,18,16.1,-81.9,tropical storm,0,55,994
Paloma,2008,11,7,0,16.8,-81.8,hurricane,1,65,987
Paloma,2008,11,7,6,17.4,-81.7,hurricane,1,65,985
Paloma,2008,11,7,12,18,-81.6,hurricane,1,75,979
Paloma,2008,11,7,18,18.6,-81.4,hurricane,1,80,975
Paloma,2008,11,8,0,19,-81,hurricane,3,100,964
Paloma,2008,11,8,6,19.4,-80.4,hurricane,3,110,951
Paloma,2008,11,8,12,19.8,-79.6,hurricane,4,125,944
Paloma,2008,11,8,18,20.2,-78.8,hurricane,4,125,951
Paloma,2008,11,9,0,20.7,-78,hurricane,2,90,968
Paloma,2008,11,9,1,20.7,-78,hurricane,2,85,970
Paloma,2008,11,9,6,21,-77.7,tropical storm,0,55,990
Paloma,2008,11,9,12,21.3,-77.8,tropical storm,0,35,1002
Paloma,2008,11,9,18,21.6,-77.9,tropical depression,-1,25,1004
One,2009,5,28,6,36.1,-72.9,tropical depression,-1,25,1007
One,2009,5,28,12,36.9,-71.8,tropical depression,-1,25,1007
One,2009,5,28,18,37.5,-70.3,tropical depression,-1,30,1006
One,2009,5,29,0,38,-68.6,tropical depression,-1,30,1006
One,2009,5,29,6,38.6,-66.8,tropical depression,-1,30,1006
One,2009,5,29,12,39.3,-65,tropical depression,-1,30,1006
One,2009,5,29,18,40,-63.1,tropical depression,-1,25,1007
Ana,2009,8,11,6,14.4,-27.9,tropical depression,-1,25,1007
Ana,2009,8,11,12,14.5,-29,tropical depression,-1,25,1006
Ana,2009,8,11,18,14.6,-30,tropical depression,-1,25,1006
Ana,2009,8,12,0,14.6,-31,tropical depression,-1,30,1006
Ana,2009,8,12,6,14.5,-32.1,tropical depression,-1,30,1006
Ana,2009,8,12,12,14.4,-33.3,tropical storm,0,35,1005
Ana,2009,8,12,18,14.3,-34.4,tropical storm,0,35,1005
Ana,2009,8,13,0,14.1,-35.3,tropical depression,-1,30,1006
Ana,2009,8,15,0,14.5,-44.7,tropical depression,-1,30,1005
Ana,2009,8,15,6,14.4,-46.1,tropical storm,0,35,1003
Ana,2009,8,15,12,14.4,-47.6,tropical storm,0,35,1003
Ana,2009,8,15,18,14.4,-49.2,tropical storm,0,35,1003
Ana,2009,8,16,0,14.4,-50.7,tropical storm,0,35,1003
Ana,2009,8,16,6,14.5,-52.6,tropical storm,0,35,1004
Ana,2009,8,16,12,14.6,-54.8,tropical depression,-1,30,1006
Bill,2009,8,15,6,11.8,-32,tropical depression,-1,30,1007
Bill,2009,8,15,12,11.5,-33.3,tropical depression,-1,30,1006
Bill,2009,8,15,18,11.2,-34.5,tropical storm,0,35,1004
Bill,2009,8,16,0,11.2,-35.5,tropical storm,0,35,1004
Bill,2009,8,16,6,11.5,-36.5,tropical storm,0,40,1002
Bill,2009,8,16,12,12,-37.8,tropical storm,0,50,997
Bill,2009,8,16,18,12.6,-39.4,tropical storm,0,55,994
Bill,2009,8,17,0,13.1,-41.3,tropical storm,0,60,990
Bill,2009,8,17,6,13.5,-43.2,hurricane,1,65,987
Bill,2009,8,17,12,13.9,-44.6,hurricane,1,75,977
Bill,2009,8,17,18,14.4,-46,hurricane,1,80,970
Bill,2009,8,18,0,14.8,-47.5,hurricane,2,85,967
Bill,2009,8,18,6,15.3,-49,hurricane,2,90,965
Bill,2009,8,18,12,15.7,-50.3,hurricane,2,95,963
Bill,2009,8,18,18,16.2,-51.7,hurricane,3,100,962
Bill,2009,8,19,0,16.9,-52.9,hurricane,3,105,955
Bill,2009,8,19,6,17.6,-54.2,hurricane,4,115,954
Bill,2009,8,19,12,18.3,-55.6,hurricane,4,115,949
Bill,2009,8,19,18,19.3,-56.9,hurricane,4,115,947
Bill,2009,8,20,0,20.2,-58.2,hurricane,4,115,945
Bill,2009,8,20,6,21.1,-59.6,hurricane,4,115,949
Bill,2009,8,20,12,22.1,-61,hurricane,3,105,952
Bill,2009,8,20,18,23.1,-62.4,hurricane,3,110,948
Bill,2009,8,21,0,24.1,-63.7,hurricane,3,110,943
Bill,2009,8,21,6,25.5,-64.9,hurricane,3,105,951
Bill,2009,8,21,12,27.1,-66,hurricane,3,100,954
Bill,2009,8,21,18,28.6,-66.9,hurricane,2,95,956
Bill,2009,8,22,0,30.4,-67.6,hurricane,2,90,957
Bill,2009,8,22,6,32.3,-68.4,hurricane,2,90,960
Bill,2009,8,22,12,34.1,-68.8,hurricane,2,85,961
Bill,2009,8,22,18,36,-68.9,hurricane,1,80,961
Bill,2009,8,23,0,38.1,-68.4,hurricane,1,80,961
Bill,2009,8,23,6,40.1,-67.3,hurricane,1,75,962
Bill,2009,8,23,12,42.4,-65.4,hurricane,1,70,965
Bill,2009,8,23,18,44.4,-62.5,hurricane,1,65,970
Bill,2009,8,24,0,46.3,-57.9,hurricane,1,65,973
Bill,2009,8,24,2,46.8,-56.4,tropical storm,0,60,974
Bill,2009,8,24,3,46.9,-56,tropical storm,0,60,976
Bill,2009,8,24,6,48,-53,tropical storm,0,60,980
Claudette,2009,8,16,6,27,-83.4,tropical depression,-1,30,1011
Claudette,2009,8,16,12,28.2,-84.2,tropical storm,0,35,1010
Claudette,2009,8,16,18,29.1,-85.1,tropical storm,0,50,1008
Claudette,2009,8,17,0,29.8,-85.8,tropical storm,0,45,1005
Claudette,2009,8,17,5,30.4,-86.5,tropical storm,0,40,1005
Claudette,2009,8,17,6,30.5,-86.6,tropical storm,0,40,1005
Claudette,2009,8,17,12,31.5,-87.5,tropical depression,-1,25,1013
Claudette,2009,8,17,18,32.8,-88.3,tropical depression,-1,20,1017
Danny,2009,8,26,9,24.3,-69.6,tropical storm,0,40,1009
Danny,2009,8,26,12,24.6,-70.1,tropical storm,0,40,1009
Danny,2009,8,26,18,25.1,-70.7,tropical storm,0,45,1009
Danny,2009,8,27,0,25.9,-71.2,tropical storm,0,50,1006
Danny,2009,8,27,6,27,-71.8,tropical storm,0,50,1006
Danny,2009,8,27,12,27.4,-72.7,tropical storm,0,50,1006
Danny,2009,8,27,18,27.4,-73.3,tropical storm,0,45,1008
Danny,2009,8,28,0,28.1,-73.5,tropical storm,0,40,1008
Danny,2009,8,28,6,29,-74.4,tropical storm,0,35,1008
Danny,2009,8,28,12,29.7,-75.4,tropical storm,0,35,1008
Danny,2009,8,28,18,30.1,-75.7,tropical storm,0,35,1007
Danny,2009,8,29,0,31,-75,tropical storm,0,35,1006
Erika,2009,9,1,18,16.7,-57.3,tropical storm,0,45,1007
Erika,2009,9,2,0,16.8,-58,tropical storm,0,45,1004
Erika,2009,9,2,6,16.5,-58.9,tropical storm,0,45,1005
Erika,2009,9,2,12,16.4,-59.9,tropical storm,0,35,1008
Erika,2009,9,2,18,16.3,-61,tropical storm,0,35,1008
Erika,2009,9,2,18,16.3,-61.3,tropical storm,0,35,1008
Erika,2009,9,3,0,16.3,-61.9,tropical storm,0,35,1009
Erika,2009,9,3,6,16.4,-62.7,tropical storm,0,40,1008
Erika,2009,9,3,12,16.5,-63.5,tropical storm,0,40,1008
Erika,2009,9,3,18,16.6,-64.5,tropical depression,-1,30,1008
Fred,2009,9,7,18,11.8,-24,tropical depression,-1,30,1005
Fred,2009,9,8,0,11.7,-25.4,tropical storm,0,35,1004
Fred,2009,9,8,6,11.7,-26.8,tropical storm,0,45,1000
Fred,2009,9,8,12,11.8,-28,tropical storm,0,55,994
Fred,2009,9,8,18,11.9,-29.2,tropical storm,0,60,990
Fred,2009,9,9,0,12.4,-30.3,hurricane,1,70,983
Fred,2009,9,9,6,13,-31.3,hurricane,2,90,970
Fred,2009,9,9,12,13.6,-32.1,hurricane,3,105,958
Fred,2009,9,9,18,14.2,-32.8,hurricane,3,100,960
Fred,2009,9,10,0,14.8,-33.5,hurricane,2,95,965
Fred,2009,9,10,6,15.4,-34.2,hurricane,2,90,970
Fred,2009,9,10,12,16.1,-34.6,hurricane,2,85,974
Fred,2009,9,10,18,16.7,-34.9,hurricane,1,80,975
Fred,2009,9,11,0,17.2,-35.1,hurricane,1,80,975
Fred,2009,9,11,6,17.5,-34.8,hurricane,1,75,980
Fred,2009,9,11,12,17.6,-34.5,hurricane,1,65,987
Fred,2009,9,11,18,17.6,-34.2,tropical storm,0,55,994
Fred,2009,9,12,0,17.6,-33.9,tropical storm,0,50,998
Fred,2009,9,12,6,17.6,-33.6,tropical storm,0,40,1002
Fred,2009,9,12,12,17.5,-33.6,tropical storm,0,35,1003
Eight,2009,9,25,18,16.1,-31.1,tropical depression,-1,30,1008
Eight,2009,9,26,0,16.7,-32.2,tropical depression,-1,30,1008
Eight,2009,9,26,6,17.2,-33.3,tropical depression,-1,30,1008
Eight,2009,9,26,12,17.8,-34.3,tropical depression,-1,30,1008
Eight,2009,9,26,18,18.6,-35.2,tropical depression,-1,25,1008
Henri,2009,10,6,0,15.1,-49.2,tropical depression,-1,30,1008
Henri,2009,10,6,6,16.1,-50.5,tropical storm,0,35,1007
Henri,2009,10,6,12,17,-51.9,tropical storm,0,35,1007
Henri,2009,10,6,18,17.6,-53.4,tropical storm,0,35,1007
Henri,2009,10,7,0,18,-54.6,tropical storm,0,40,1006
Henri,2009,10,7,6,18.3,-55.7,tropical storm,0,45,1005
Henri,2009,10,7,12,18.7,-56.8,tropical storm,0,45,1006
Henri,2009,10,7,18,19,-57.9,tropical storm,0,40,1007
Henri,2009,10,8,0,19.3,-59.1,tropical storm,0,35,1008
Henri,2009,10,8,6,19.6,-60.3,tropical depression,-1,30,1010
Henri,2009,10,8,12,20,-61.4,tropical depression,-1,30,1011
Ida,2009,11,4,6,11,-81.3,tropical depression,-1,30,1007
Ida,2009,11,4,12,11.4,-81.8,tropical storm,0,35,1004
Ida,2009,11,4,18,11.8,-82.3,tropical storm,0,45,998
Ida,2009,11,5,0,12.3,-82.8,tropical storm,0,55,995
Ida,2009,11,5,6,12.6,-83.3,hurricane,1,65,987
Ida,2009,11,5,12,12.9,-83.6,hurricane,1,70,985
Ida,2009,11,5,18,13.2,-83.8,tropical storm,0,50,996
Ida,2009,11,6,0,13.6,-83.9,tropical storm,0,35,1003
Ida,2009,11,6,6,14.1,-84,tropical depression,-1,30,1005
Ida,2009,11,6,12,14.7,-83.9,tropical depression,-1,30,1006
Ida,2009,11,6,18,15.4,-83.9,tropical depression,-1,30,1007
Ida,2009,11,7,0,16.1,-84,tropical depression,-1,30,1006
Ida,2009,11,7,6,16.8,-84,tropical storm,0,35,1004
Ida,2009,11,7,12,17.7,-84,tropical storm,0,55,997
Ida,2009,11,7,18,18.7,-84.1,tropical storm,0,60,990
Ida,2009,11,8,0,19.5,-84.5,hurricane,1,70,987
Ida,2009,11,8,6,20.1,-85.3,hurricane,1,80,984
Ida,2009,11,8,12,20.9,-85.8,hurricane,2,85,983
Ida,2009,11,8,18,21.9,-86.2,hurricane,2,85,975
Ida,2009,11,9,0,23,-86.5,hurricane,2,90,979
Ida,2009,11,9,6,24.4,-87.5,hurricane,1,80,988
Ida,2009,11,9,12,26.3,-88.3,tropical storm,0,60,989
Ida,2009,11,9,18,27.9,-88.6,hurricane,1,65,990
Ida,2009,11,9,21,28.5,-88.7,hurricane,1,75,990
